Day,Month,Year,time,temp,dwpt,rhum,prcp,wdir,wspd,pres,coco,Hourly Demand Met (in MW)
30,9,2023,16,28.7,22.7,70,0,349,0,1005.3,1,4823.72
30,9,2023,17,27.7,22.6,74,0,357,1.8,1005.4,1,4785.63
30,9,2023,18,27.6,23,76,0,0,0,1006,1,4808.03
30,9,2023,19,26.2,22.3,79,0,351,1.8,1005.5,1,4847.53
30,9,2023,20,25.8,22.3,81,0,338,1.8,1005.4,1,4732.47
30,9,2023,21,26.4,22.7,80,0,0,0,1004.9,1,4700.73
30,9,2023,22,25.4,22.3,83,0,338,0,1005.8,1,4915.98
30,9,2023,23,24.9,22.2,85,0,4,0,1005.8,1,5059.21
1,10,2023,0,24.4,21.7,85,0,0,0,1005.5,1,4869.04
1,10,2023,1,24.9,21.8,83,0,167,1.8,1006.3,1,4586.41
1,10,2023,2,25.4,21.9,81,0,181,3.7,1006.7,1,4326.25
1,10,2023,3,26.4,22.3,78,0,0,0,1007.4,1,4093.05
1,10,2023,4,28.3,21.8,68,0,262,3.7,1006.8,1,3892.17
1,10,2023,5,30.6,21.7,59,0,270,5.5,1006.6,1,3780.05
1,10,2023,6,31.8,19.8,49,0,0,0,1006.5,1,3685.8
1,10,2023,7,33.5,20.6,47,0,285,7.4,1005.6,1,3598.89
1,10,2023,8,34.1,19.8,43,0,292,7.4,1004.8,1,3546.09
1,10,2023,9,35,13.8,28,0,160,9.4,1003.8,1,3725.52
1,10,2023,10,34,18.5,40,0,307,5.5,1003.7,2,4021.52
1,10,2023,11,33.6,18.9,42,0,301,5.5,1003.3,2,4188.57
1,10,2023,12,33,17.2,39,0,90,3.6,1003,1,4252.16
1,10,2023,13,31.4,20.1,51,0,298,3.7,1003.6,1,4164.69
1,10,2023,14,29.8,20.7,58,0,309,1.8,1004.1,1,4260.16
1,10,2023,15,27,21.1,70,0,0,0,1004.7,1,4360.9
1,10,2023,16,26.4,20.9,72,0,314,0,1004.9,1,4314.74
1,10,2023,17,25.7,20.9,75,0,312,0,1005.1,1,4245.43
1,10,2023,18,26.2,20.8,72,0,0,0,1006.2,1,4278.25
1,10,2023,19,24.8,20.9,79,0,274,0,1005.2,1,4330.25
1,10,2023,20,24.4,20.7,80,0,262,0,1005.1,1,4262.13
1,10,2023,21,24.1,20.6,81,0,236,1.8,1005,1,4283.92
1,10,2023,22,23.9,20.2,80,0,88,0,1006.2,1,4427.71
1,10,2023,23,23.6,20.1,81,0,145,0,1006.3,1,4553.39
2,10,2023,0,21.6,19.7,89,0,0,0,1005.4,1,4407.01
2,10,2023,1,23.9,19.8,78,0,242,1.8,1006.8,1,4168.86
2,10,2023,2,24.4,19.9,76,0,236,1.8,1007.2,1,3950.49
2,10,2023,3,23.8,19.3,76,0,0,0,1007.6,1,3751.33
2,10,2023,4,26.5,19.1,64,0,289,1.8,1007.5,1,3581.08
2,10,2023,5,29.3,18.7,53,0,289,3.7,1007.4,1,3489.95
2,10,2023,6,31.6,18.2,45,0,140,5.4,1007.7,1,3425.55
2,10,2023,7,32.7,17.3,40,0,292,7.4,1006.6,1,3328.25
2,10,2023,8,33.5,16.4,36,0,294,9.3,1006,1,3225.77
2,10,2023,9,34.2,16.6,35,0,140,7.6,1005,1,3177.67
2,10,2023,10,33.5,16.8,37,0,137,5.5,1004.9,1,3279.28
2,10,2023,11,32.9,17.5,40,0,125,5.5,1004.8,1,3394.69
2,10,2023,12,33.2,15.7,35,0,0,0,1004.8,1,3433.91
2,10,2023,13,30.1,18.5,50,0,2,1.8,1005.4,1,3417.74
2,10,2023,14,28,19,58,0,358,1.8,1006.1,1,3493.16
2,10,2023,15,26.2,18.6,63,0,0,0,1006.6,1,3535.57
2,10,2023,16,25,19.4,71,0,249,0,1006.9,1,3502.31
2,10,2023,17,24.2,19.3,74,0,240,0,1007.1,1,3487.28
2,10,2023,18,22.4,17.1,72,0,0,0,1007.1,1,3619.26
2,10,2023,19,23.1,19.3,79,0,284,1.8,1007.2,1,3709.18
2,10,2023,20,22.7,19.1,80,0,260,1.8,1007.1,1,3705.26
2,10,2023,21,20.6,17,80,0,0,0,1006.4,1,3777.48
2,10,2023,22,20.5,16.7,79,0,255,0,1006.8,1,3915.27
2,10,2023,23,20.4,16.6,79,0,266,0,1007.1,1,3973.24
3,10,2023,0,19.8,17.6,87,0,0,0,1007.1,1,3825.83
3,10,2023,1,21.3,16.5,74,0,249,3.7,1007.9,1,3618.14
3,10,2023,2,22.3,16.1,68,0,252,5.5,1008.4,1,3437.75
3,10,2023,3,23.6,17.1,67,0,290,11.2,1009.1,1,3271.7
3,10,2023,4,26.3,17.1,57,0,284,11.1,1008.9,1,3149.96
3,10,2023,5,29,16.9,48,0,278,13,1008.7,1,3136.41
3,10,2023,6,30.8,16,41,0,180,14.8,1008.5,1,3294.45
3,10,2023,7,32.4,16.7,39,0,276,13,1007.6,1,3336.57
3,10,2023,8,33.1,16,36,0,280,13,1006.7,1,3395.37
3,10,2023,9,34.2,12.5,27,0,290,13,1005,1,3764.48
3,10,2023,10,33.6,13.6,30,0,290,11.1,1005,1,4241.81
3,10,2023,11,32.9,14.5,33,0,290,11.1,1005,1,4413.72
3,10,2023,12,32,20.3,50,0,110,7.6,1005,1,4499.14
3,10,2023,13,30.3,16.7,44,0,289,5.5,1005.6,1,4334.44
3,10,2023,14,28.2,17.7,53,0,290,3.7,1006.4,1,4507.67
3,10,2023,15,25,20,74,0,0,0,1007.3,1,4640.22
3,10,2023,16,24.4,20.1,77,0,282,0,1007.5,1,4646.11
3,10,2023,17,23.9,19.8,78,0,275,0,1007.8,1,4582.87
3,10,2023,18,22.6,19.6,83,0,0,0,1008.1,1,4587.36
3,10,2023,19,22.7,19.5,82,0,266,0,1007.8,1,4498.94
3,10,2023,20,22.1,19.3,84,0,264,0,1007.6,1,4226.8
3,10,2023,21,21,19.1,89,0,0,0,1007.7,1,4047.4
3,10,2023,22,20.6,18.7,89,0,301,0,1007.7,1,4148.65
3,10,2023,23,20.2,18.3,89,0,331,0,1007.8,1,4195.82
4,10,2023,0,20.2,19.4,95,0,0,0,1007.4,1,4007.65
4,10,2023,1,20.7,17.9,84,0,246,1.8,1008.3,1,3759.18
4,10,2023,2,21.7,17.7,78,0,247,5.5,1008.8,1,3571.76
4,10,2023,3,23.6,18.9,75,0,320,9.4,1009.1,1,3392.77
4,10,2023,4,26.3,18.4,62,0,302,11.1,1008.9,1,3279.63
4,10,2023,5,29.1,17.9,51,0,284,11.1,1008.7,1,3291.17
4,10,2023,6,31,21.2,56,0,70,9.4,1008.1,1,3462.88
4,10,2023,7,32.6,16.9,39,0,276,11.1,1007.7,1,3542.36
4,10,2023,8,33.3,15.8,35,0,284,11.1,1006.9,1,3584.26
4,10,2023,9,34,21.4,48,0,140,7.6,1005.2,1,3919.47
4,10,2023,10,33.5,21,48,0,145,5.5,1005.2,1,4368.64
4,10,2023,11,33.1,21,49,0,167,5.5,1005.2,1,4547.32
4,10,2023,12,32.8,20.7,49,0,0,0,1004.8,1,4561.83
4,10,2023,13,30.5,20.7,56,0,277,1.8,1005.8,1,4380.03
4,10,2023,14,28.5,20.8,63,0,268,1.8,1006.5,1,4601.59
4,10,2023,15,30.2,19.6,53,0,0,0,1007,1,4758.56
4,10,2023,16,28.6,19.8,59,0,340,0,1007.2,1,4738.14
4,10,2023,17,27,19.9,65,0,344,1.8,1007.5,1,4713.63
4,10,2023,18,26.8,18.7,61,0,0,0,1007.8,1,4683.39
4,10,2023,19,24.8,20.1,75,0,318,1.8,1007.5,1,4595.16
4,10,2023,20,24.3,20,77,0,293,0,1007.4,1,4347.12
4,10,2023,21,23.4,19.3,78,0,0,0,1007.4,1,4173.88
4,10,2023,22,23.9,18.5,72,0,230,0,1007.5,1,4257.15
4,10,2023,23,23.1,18.4,75,0,238,0,1007.5,1,4265.55
5,10,2023,0,21,19.8,93,0,0,0,1006.9,1,4058.23
5,10,2023,1,23.2,18.3,74,0,256,1.8,1008,1,3797.69
5,10,2023,2,23.9,18.1,70,0,258,3.7,1008.4,1,3585.63
5,10,2023,3,24.6,17.8,66,0,110,9.4,1008.7,1,3410.05
5,10,2023,4,26.7,19.3,64,0,258,7.4,1008.5,1,3272.43
5,10,2023,5,29.4,19.1,54,0,263,9.3,1008.2,1,3300.42
5,10,2023,6,32,20.6,51,0,110,11.2,1007.9,1,3490.79
5,10,2023,7,33.1,18.9,43,0,272,11.1,1007,1,3517.46
5,10,2023,8,34,18.5,40,0,278,11.1,1006.1,1,3517.15
5,10,2023,9,34.6,19,40,0,140,13,1004.5,1,3878.98
5,10,2023,10,34.1,18.6,40,0,284,7.4,1004.8,1,4330.74
5,10,2023,11,33.4,19.1,43,0,285,5.5,1004.5,1,4536.18
5,10,2023,12,32.7,19.6,46,0,288,3.7,1004.1,1,4571.18
5,10,2023,13,30.7,20,53,0,284,1.8,1004.7,1,4394.79
5,10,2023,14,28.7,20.4,61,0,275,1.8,1005.2,1,4603.64
5,10,2023,15,26.8,21.3,72,0,0,0,1005.7,1,4766.63
5,10,2023,16,26,21.2,75,0,254,0,1005.8,1,4739.7
5,10,2023,17,25.1,21,78,0,255,0,1005.8,1,4683.94
5,10,2023,18,23.2,19.8,81,0,270,3.6,1006,1,4676.04
5,10,2023,19,23.7,20.6,83,0,239,0,1005.7,1,4598.06
5,10,2023,20,23.2,20.3,84,0,151,0,1005.6,1,4328.77
5,10,2023,21,22.6,20.1,86,0,267,0,1005.4,1,4143.05
5,10,2023,22,21.3,19.8,91,0,249,3.7,1006,1,4228.16
5,10,2023,23,21.1,19.2,89,0,248,3.7,1006.1,1,4253.77
6,10,2023,0,20.2,18.7,91,0,0,0,1005.8,1,4049.46
6,10,2023,1,21.8,18.6,82,0,247,3.7,1006.6,1,3792.63
6,10,2023,2,22.8,18.1,75,0,247,5.5,1007,1,3589.44
6,10,2023,3,22.6,18.6,78,0,0,0,1007.4,1,3406.14
6,10,2023,4,25.9,18.6,64,0,255,3.7,1007.1,1,3293.52
6,10,2023,5,29.3,18.7,53,0,255,7.4,1006.9,1,3330.03
6,10,2023,6,32.2,19.1,46,0,110,9.4,1006.5,1,3545.94
6,10,2023,7,33.5,18.8,42,0,260,11.1,1005.6,1,3581.22
6,10,2023,8,34.4,18.5,39,0,265,11.1,1004.6,1,3602.55
6,10,2023,9,34.8,20.4,43,0,110,5.4,1003.3,1,3953.21
6,10,2023,10,35.1,19.5,40,0,257,5.5,1003.4,1,4363.65
6,10,2023,11,34.3,19.9,43,0,276,3.7,1003.2,1,4549.55
6,10,2023,12,34.4,20.8,45,0,0,0,1003.4,1,4586.1
6,10,2023,13,31.4,21,54,0,287,1.8,1003.7,1,4401.24
6,10,2023,14,29.2,21.4,63,0,278,0,1004.3,1,4646.45
6,10,2023,15,25.8,20.6,73,0,0,0,1005.6,1,4821.49
6,10,2023,16,26.7,21.9,75,0,82,0,1005.4,1,4809.43
6,10,2023,17,25.7,21.8,79,0,92,0,1005.5,1,4752.83
6,10,2023,18,24.4,21.3,83,0,0,0,1006,1,4751.25
6,10,2023,19,24.2,21.5,85,0,194,0,1005.6,1,4638.69
6,10,2023,20,23.7,21.2,86,0,224,0,1005.5,1,4378.15
6,10,2023,21,22.8,20.7,88,0,0,0,1005.9,1,4249.84
6,10,2023,22,22.1,20.7,92,0,231,0,1005.9,1,4375.49
6,10,2023,23,22,20.6,92,0,275,0,1006.1,1,4412.47
7,10,2023,0,22.2,20.7,91,0,0,0,1006.6,1,4228.65
7,10,2023,1,22.7,20.2,86,0,251,1.8,1006.9,1,3981.3
7,10,2023,2,23.6,20.3,82,0,250,3.7,1007.5,1,3758.65
7,10,2023,3,26.2,18.3,62,0,270,11.2,1008.5,1,3575.48
7,10,2023,4,28.5,18.9,56,0,266,11.1,1008.2,1,3462.36
7,10,2023,5,30.8,19.2,50,0,261,9.3,1007.8,1,3471.27
7,10,2023,6,32.2,19.1,46,0,230,11.2,1007.6,1,3571.21
7,10,2023,7,34,19.7,43,0,261,9.3,1006.6,1,3601.54
7,10,2023,8,34.9,19.7,41,0,267,9.3,1005.7,1,3582.46
7,10,2023,9,35,21.7,46,0,110,13,1005.1,1,3806.12
7,10,2023,10,35.1,20.3,42,0,263,7.4,1004.6,1,4192.94
7,10,2023,11,34.6,20.9,45,0,268,5.5,1004.5,1,4363.85
7,10,2023,12,33.6,22.1,51,0,230,1.8,1005.4,1,4470.74
7,10,2023,13,32.2,22.3,56,0,273,3.7,1005,1,4380.07
7,10,2023,14,30.2,22.6,64,0,264,1.8,1005.7,1,4605.01
7,10,2023,15,28.4,24.4,79,0,0,0,1007.2,1,4711.75
7,10,2023,16,27.5,22.9,76,0,256,0,1006.6,1,4725.06
7,10,2023,17,26.7,23,80,0,254,0,1006.7,1,4692.68
7,10,2023,18,26.6,24.1,86,0,0,0,1007.6,1,4751.35
7,10,2023,19,25.5,22.8,85,0,238,0,1006.8,1,4723.88
7,10,2023,20,25.1,22.6,86,0,233,0,1006.7,1,4562.31
7,10,2023,21,25.4,23.6,90,0,0,0,1007,1,4494.88
7,10,2023,22,24.3,22.9,92,0,242,0,1007.2,1,4664.02
7,10,2023,23,24,22.4,91,0,268,0,1007.3,1,4687.7
8,10,2023,0,25.2,23.4,90,0,140,5.4,1007,1,4520.22
8,10,2023,1,24.6,21.7,84,0,258,3.7,1007.9,1,4320.34
8,10,2023,2,25.4,21.5,79,0,256,5.5,1008.5,1,4095.1
8,10,2023,3,27.8,19.3,60,0,110,13,1008.7,1,3888.86
8,10,2023,4,29.8,19.8,55,0,128,13,1008.6,1,3749.1
8,10,2023,5,31.7,20.3,51,0,207,13,1008.5,1,3675.3
8,10,2023,6,31.6,19.9,50,0,110,11.2,1008.2,1,3600.66
8,10,2023,7,34.6,20.9,45,0,255,11.1,1007.6,1,3563.53
8,10,2023,8,35.4,20.9,43,0,262,11.1,1006.8,1,3494.06
8,10,2023,9,36.2,22,44,0,110,11.2,1005.5,1,3650.81
8,10,2023,10,35.7,22.6,47,0,109,7.4,1005.5,1,3960.42
8,10,2023,11,35.1,23.1,50,0,105,5.5,1005.4,1,4160.15
8,10,2023,12,34.2,23.6,54,0,0,0,1005.3,1,4310.96
8,10,2023,13,32.9,23.8,59,0,125,1.8,1006,1,4274.09
8,10,2023,14,31.2,24.1,66,0,243,1.8,1006.5,1,4525.05
8,10,2023,15,29.6,25.4,78,0,0,0,1007.2,1,4653.09
8,10,2023,16,28.9,25.3,81,0,251,0,1007.3,1,4628.07
8,10,2023,17,28.1,25.1,84,0,282,0,1007.4,1,4560.4
8,10,2023,18,28.2,24.8,82,0,0,0,1007.9,1,4659.23
8,10,2023,19,27,24.8,88,0,249,0,1007.3,1,4739.16
8,10,2023,20,26.7,24.5,88,0,215,0,1007.1,1,4748.26
8,10,2023,21,27,24.6,87,0,0,0,1007.2,1,4856.38
8,10,2023,22,26,24.2,90,0,318,1.8,1007.3,1,5056.17
8,10,2023,23,25.9,23.8,88,0,287,1.8,1007.5,1,5152.45
9,10,2023,0,25.8,24.4,92,0,0,0,1007.6,1,4937.12
9,10,2023,1,26.1,23,83,0,253,3.7,1008.3,1,4616.98
9,10,2023,2,26.5,22.6,79,0,240,5.5,1008.9,1,4363.07
9,10,2023,3,27.8,20.1,63,0,230,11.2,1009.8,1,4159.1
9,10,2023,4,29.4,22.6,67,0,259,7.4,1009.6,1,3987.3
9,10,2023,5,31.4,22.4,59,0,256,9.3,1009.5,1,3939.97
9,10,2023,6,33.2,21.1,49,0,160,14.8,1009.5,1,4020.58
9,10,2023,7,34.2,22,49,0,259,11.1,1008.5,1,3987.21
9,10,2023,8,35,21.7,46,0,264,11.1,1007.6,1,3958.86
9,10,2023,9,36,19.9,39,0,90,13,1006.5,1,4291.57
9,10,2023,10,35.5,20.6,42,0,90,9.3,1006.4,1,4741.19
9,10,2023,11,35,21.7,46,0,88,5.5,1006.2,1,4902.84
9,10,2023,12,34.4,24.4,56,0,0,0,1005.5,1,5037.06
9,10,2023,13,32.7,22.8,56,0,267,1.8,1006.6,1,4977.27
9,10,2023,14,31,23.1,63,0,255,1.8,1007.1,1,5227.5
9,10,2023,15,29.4,23.8,72,0,0,0,1007.3,1,5406.82
9,10,2023,16,28.7,23.8,75,0,253,0,1007.5,1,5323.09
9,10,2023,17,27.9,23.7,78,0,235,0,1007.8,1,5203.03
9,10,2023,18,28,23.8,78,0,0,0,1008.4,1,5143.59
9,10,2023,19,26.8,23.7,83,0,224,0,1007.9,1,5086.52
9,10,2023,20,26.5,23.6,84,0,224,0,1007.8,1,4913.24
9,10,2023,21,27,24.1,84,0,0,0,1007.9,1,4919.66
9,10,2023,22,26.4,23.3,83,0,83,1.8,1008,1,5207.45
9,10,2023,23,26,22.9,83,0,251,1.8,1008.1,1,5273.84
10,10,2023,0,24,21.5,86,0,0,0,1008.3,1,5082.18
10,10,2023,1,26.1,22.6,81,0,250,3.7,1008.8,1,4749.87
10,10,2023,2,26.6,22.4,78,0,250,7.4,1009.4,1,4471.12
10,10,2023,3,27.2,19.5,63,0,90,9.4,1010.4,1,4230.74
10,10,2023,4,28.9,21.9,66,0,253,11.1,1010,1,4049.09
10,10,2023,5,30.8,21.6,58,0,255,11.1,1009.9,1,3979.48
10,10,2023,6,32.8,19.7,46,0,90,7.6,1010.6,5,4043.97
10,10,2023,7,33,19.1,44,0.1,90,5.4,1010,5,3934.09
10,10,2023,8,34.1,20.5,45,0.7,266,11.1,1008.2,1,3995.65
10,10,2023,9,34.8,21.5,46,0,110,11.2,1008.1,1,4294.41
10,10,2023,10,34.2,19.8,43,0,341,3.7,1007.5,1,4760.48
10,10,2023,11,33.7,20.5,46,0,330,1.8,1007.3,1,4905.83
10,10,2023,12,33.6,20.4,46,0,0,0,1007.5,1,5003.71
10,10,2023,13,31.5,21.7,56,0,311,1.8,1007.7,1,4915.86
10,10,2023,14,29.9,22.1,63,0,278,0,1008.3,1,5201.06
10,10,2023,15,26.4,20.7,71,0,0,0,1008.2,1,5433.99
10,10,2023,16,27.4,21.9,72,0,296,0,1009.3,1,5331.85
10,10,2023,17,26.6,22,76,0,322,0,1009.4,1,5154.52
10,10,2023,18,25,21.3,80,0,0,0,1009.2,1,5097.49
10,10,2023,19,25.5,22,81,0,347,0,1009.3,1,5007.21
10,10,2023,20,25.1,21.8,82,0,6,0,1009,1,4798.53
10,10,2023,21,24.7,21.6,83,0,25,0,1008.8,1,4765.64
10,10,2023,22,23.1,20.8,87,0,38,0,1009.1,1,5014.27
10,10,2023,23,22.7,20.6,88,0,51,0,1009.3,1,5089.6
11,10,2023,0,21.8,20.3,91,0,0,0,1009.6,1,4826.07
11,10,2023,1,22.9,20.2,85,0,263,1.8,1010.1,1,4484.35
11,10,2023,2,23.5,20.2,82,0,251,1.8,1010.7,1,4203.91
11,10,2023,3,24.2,20.7,81,0,290,11.2,1011.7,1,3960.91
11,10,2023,4,26.7,20.1,67,0,276,5.5,1011.2,1,3787.4
11,10,2023,5,29.3,19.9,57,0,279,5.5,1011.2,1,3761.32
11,10,2023,6,31.4,18.7,47,0,90,11.2,1011.2,1,3884.76
11,10,2023,7,32.6,19.5,46,0,282,7.4,1010.2,1,3872.72
11,10,2023,8,33.3,19,43,0,283,9.3,1009.4,1,3872.53
11,10,2023,9,34.8,16.2,33,0,140,7.6,1008.5,1,4198.79
11,10,2023,10,34,17.3,37,0,147,5.5,1008.4,1,4680.08
11,10,2023,11,33.1,18.5,42,0,197,5.5,1008.3,1,4816.25
11,10,2023,12,32.2,16.9,40,0,0,0,1008.5,1,4849.79
11,10,2023,13,30.2,19.6,53,0,293,1.8,1008.9,1,4672.14
11,10,2023,14,28.1,19.9,61,0,294,1.8,1009.5,1,4858.31
11,10,2023,15,24.4,18.3,69,0,0,0,1010.7,1,4944.97
11,10,2023,16,23.9,18.5,72,0,258,0,1010.7,1,4891.54
11,10,2023,17,23.5,18.8,75,0,331,0,1010.7,1,4800.07
11,10,2023,18,22.2,18,77,0,0,0,1011,1,4832.16
11,10,2023,19,22.5,18.9,80,0,7,0,1010.6,1,4737.28
11,10,2023,20,22,19,83,0,18,0,1010.4,1,4459.81
11,10,2023,21,21,18.2,84,0,0,0,1010.5,1,4304.75
11,10,2023,22,20.6,18,85,0,23,0,1010.8,1,4440.5
11,10,2023,23,20.1,17.7,86,0,34,0,1011,1,4487.76
12,10,2023,0,19,18,94,0,0,0,1011.2,1,4293.01
12,10,2023,1,20.6,17.6,83,0,290,1.8,1011.8,1,4007.04
12,10,2023,2,21.5,17.9,80,0,277,3.7,1012.4,1,3787.84
12,10,2023,3,23,18.1,74,0,0,0,1012.8,1,3593.02
12,10,2023,4,25.3,17.8,63,0,262,5.5,1012.8,1,3464.54
12,10,2023,5,28.1,17.6,53,0,253,5.5,1012.7,1,3459.37
12,10,2023,6,32,18.6,45,0,70,11.2,1012.5,1,3650.83
12,10,2023,7,31.9,17,41,0,258,5.5,1011.7,1,3654.23
12,10,2023,8,32.8,16.6,38,0,270,7.4,1010.9,1,3644.89
12,10,2023,9,34.2,19.5,42,0,110,5.4,1010.4,1,3897.94
12,10,2023,10,33.4,19.9,45,0,108,3.7,1010.2,1,4271.5
12,10,2023,11,32.6,20.2,48,0,95,3.7,1010,1,4416.1
12,10,2023,12,32,20.3,50,0,0,0,1010.2,1,4444.35
12,10,2023,13,29.7,20.6,58,0,310,1.8,1010.5,1,4284.26
12,10,2023,14,27.5,20.3,65,0,325,0,1011,1,4486.12
12,10,2023,15,26.8,20.2,67,0,0,0,1011.8,1,4662.98
12,10,2023,16,25.7,20,71,0,30,0,1011.9,1,4732.16
12,10,2023,17,24.7,20,75,0,64,0,1011.9,1,4729.44
12,10,2023,18,25.6,20.2,72,0,0,0,1012.4,1,4782.4
12,10,2023,19,23.1,19.9,82,0,82,0,1011.8,1,4675.05
12,10,2023,20,22.6,19.6,83,0,80,0,1011.6,1,4391.84
12,10,2023,21,23.4,20.5,84,0,0,0,1011.7,1,4256.34
12,10,2023,22,22.5,19.5,83,0,99,0,1012.1,5,4355.48
12,10,2023,23,22,19.2,84,0,40,0,1012.2,5,4395.4
13,10,2023,0,21.8,21.1,96,0,0,0,1012.2,5,4188.98
13,10,2023,1,22.1,19.1,83,0,340,1.8,1012.8,5,3922.55
13,10,2023,2,22.6,19.2,81,0,269,1.8,1013.3,1,3712.4
13,10,2023,3,24.2,20.5,80,0,0,0,1013.8,1,3526.26
13,10,2023,4,26.1,19.5,67,0,249,3.7,1013.6,1,3422.01
13,10,2023,5,29,19.3,56,0,246,3.7,1013.3,1,3442.06
13,10,2023,6,33.6,20.4,46,0,50,11.2,1013,1,3645.1
13,10,2023,7,32.8,18.9,44,0,259,5.5,1012.2,1,3688.46
13,10,2023,8,33.6,18.9,42,0,272,5.5,1011.2,1,3725.23
13,10,2023,9,35.4,20.9,43,0,50,11.2,1010,1,4083.67
13,10,2023,10,34.3,19.9,43,0,333,5.5,1010.1,1,4492.57
13,10,2023,11,33.4,20.6,47,0,326,3.7,1009.8,1,4656.76
13,10,2023,12,33,21.8,52,0,0,0,1009.3,1,4719.26
13,10,2023,13,30.6,21.7,59,0,315,1.8,1010.1,1,4512.71
13,10,2023,14,28.6,21.9,67,0,360,0,1010.6,1,4721.2
13,10,2023,15,26.2,21.4,75,0,0,0,1010.6,1,4911.7
13,10,2023,16,25.6,21.5,78,0,60,0,1010.9,1,4878.24
13,10,2023,17,24.9,21.4,81,0,92,0,1011.2,1,4835.43
13,10,2023,18,25,21.7,82,0,0,0,1012.2,1,4868.14
13,10,2023,19,23.9,21.2,85,0,105,0,1011.3,1,4744.02
13,10,2023,20,23.5,21,86,0,84,0,1011.1,1,4484.17
13,10,2023,21,24,21.5,86,0,0,0,1011.8,1,4344.74
13,10,2023,22,23.5,21.4,88,0,28,0,1011.8,1,4459.54
13,10,2023,23,22.9,21,89,0,356,0,1011.8,1,4533.75
14,10,2023,0,22.2,21,93,0,0,0,1011.7,1,4347.56
14,10,2023,1,23.1,21,88,0,253,1.8,1012.3,1,4092.85
14,10,2023,2,23.8,21.1,85,0,256,1.8,1012.8,1,3867.59
14,10,2023,3,24.6,21.5,83,0,0,0,1012.8,1,3689.05
14,10,2023,4,27.2,21.3,70,0,291,1.8,1012.7,1,3577.73
14,10,2023,5,29.9,20.7,58,0,291,3.7,1012.5,1,3590.21
14,10,2023,6,34,22.8,52,0,50,5.4,1012.1,1,3675.09
14,10,2023,7,33.1,19.9,46,0,296,7.4,1011.5,1,3703.37
14,10,2023,8,33.8,19.5,43,0,300,7.4,1010.5,1,3697.28
14,10,2023,9,36,21.8,44,0,110,11.2,1009.2,1,3892
14,10,2023,10,33.8,19.9,44,0,305,5.5,1009.3,1,4283.93
14,10,2023,11,33.1,20.3,47,0,309,3.7,1009,1,4455.18
14,10,2023,12,33.4,21.2,49,0,320,5.4,1008.8,1,4529.13
14,10,2023,13,30.5,21.3,58,0,326,1.8,1009.3,1,4403.26
14,10,2023,14,28.5,21.5,66,0,341,1.8,1009.8,1,4533.59
14,10,2023,15,26.4,21.4,74,0,0,0,1010.5,1,4598.22
14,10,2023,16,25.7,21.4,77,0,0,0,1010.5,1,4579.66
14,10,2023,17,24.9,21.4,81,0,0,0,1010.6,1,4553.32
14,10,2023,18,24.8,21.1,80,0,0,0,1010.9,1,4644.29
14,10,2023,19,23.9,21.2,85,0,13,0,1010.2,1,4572.2
14,10,2023,20,23.6,21.1,86,0,352,0,1009.9,1,4357.58
14,10,2023,21,23.6,21.5,88,0,0,0,1009.2,1,4278.59
14,10,2023,22,23,20.7,87,0,315,0,1010.1,1,4430.33
14,10,2023,23,22.7,20.4,87,0,256,0,1010,1,4504.3
15,10,2023,0,22.6,21.4,93,0,0,0,1009,1,4349.5
15,10,2023,1,23,20.2,84,0,263,1.8,1010.3,1,4096.15
15,10,2023,2,23.7,20.2,81,0,266,3.7,1010.7,1,3875.5
15,10,2023,3,26,21.2,75,0,200,9.4,1011.5,1,3687.17
15,10,2023,4,27,20.1,66,0,276,5.5,1010.8,1,3595.41
15,10,2023,5,29.6,19.6,55,0,283,5.5,1010.5,1,3534.13
15,10,2023,6,29.2,19.8,57,0,20,7.6,1011,1,3561.18
15,10,2023,7,32.9,19.4,45,0,286,7.4,1009.2,1,3554.49
15,10,2023,8,33.6,19.3,43,0,284,7.4,1008.2,2,3531.31
15,10,2023,9,33.6,22.1,51,0,70,3.6,1007.6,2,3615.58
15,10,2023,10,32.9,22.1,53,0,60,3.7,1007.4,1,3809.46
15,10,2023,11,32.2,22,55,0,37,1.8,1007.2,1,3910.03
15,10,2023,12,32.4,23.9,61,0,0,0,1006.9,1,3955.63
15,10,2023,13,29.9,21.8,62,0.5,347,1.8,1007.7,2,3852
15,10,2023,14,28.2,21.7,68,0,344,1.8,1008.5,2,3989.93
15,10,2023,15,26.2,22.3,79,0,0,0,1009,2,4044.97
15,10,2023,16,25.6,22.1,81,0,307,0,1009.2,1,4025.91
15,10,2023,17,25.1,22,83,0,32,0,1009.5,1,4079.66
15,10,2023,18,25.2,21.9,82,0,0,0,1009.4,1,4251.96
15,10,2023,19,23.9,21.6,87,0,44,0,1009.4,1,4251.21
15,10,2023,20,23.3,21.4,89,0,56,0,1009.1,1,4136.59
15,10,2023,21,24,21.7,87,0,0,0,1008.2,1,4123.02
15,10,2023,22,22.9,21.4,91,0,47,0,1009.1,2,4245.53
15,10,2023,23,22.7,21.2,91,0,36,0,1009.3,2,4321.92
16,10,2023,0,22.6,19.8,84,0,0,0,1009.7,2,4129.13
16,10,2023,1,23.1,21,88,0,275,1.8,1010.3,2,3859.28
16,10,2023,2,23.5,21.2,87,0,280,3.7,1011.1,2,3647.92
16,10,2023,3,26.2,19.8,68,0,320,9.4,1011.2,3,3472.15
